candidate_id,rank,score,reasoning
CAND_0018499,1,95.9210791991494,"7.2 years as Senior Machine Learning Engineer with direct experience in BM25, Embeddings, Information Retrieval, Learning to Rank — the core retrieval and ranking stack in the JD. Stands out for: 9 expert-level JD-aligned skills; 94% semantic match to JD; solid recruiter response rate (0.61); Noida, Uttar Pradesh-based; immediate/30-day notice."
CAND_0046525,2,87.08500399996274,"6.1 years as Senior Machine Learning Engineer with direct experience in Elasticsearch, Information Retrieval, LLMs, NLP — the core retrieval and ranking stack in the JD. Stands out for: 4 expert-level JD-aligned skills; 94% semantic match to JD; very high recruiter response rate (0.88); Pune, Maharashtra-based; 60-day notice."
CAND_0041611,3,84.09917752487182,"6.4 years as Staff Machine Learning Engineer with direct experience in BM25, MLOps, NLP, OpenSearch — the core retrieval and ranking stack in the JD. Stands out for: 10 expert-level JD-aligned skills; 92% semantic match; low recruiter response rate (0.07); based outside India (Austin); immediate/30-day notice."
CAND_0055905,4,80.6051648430148,"8.1 years as Senior Machine Learning Engineer with direct experience in Elasticsearch, Embeddings, Hugging Face Transformers, Information Retrieval — the core retrieval and ranking stack in the JD. Stands out for: 6 expert-level JD-aligned skills; 92% semantic match; very high recruiter response rate (0.87); based outside India (London); immediate/30-day notice."
CAND_0030953,5,80.2074547554016,"7.8 years as Search Engineer with direct experience in Hugging Face Transformers, Learning to Rank, MLOps, Python — the core retrieval and ranking stack in the JD. Stands out for: 4 expert-level JD-aligned skills; 90% semantic match; solid recruiter response rate (0.63); Chennai, Tamil Nadu-based; 45-day notice."
CAND_0077337,6,78.56307646458019,"7.0 years as Staff Machine Learning Engineer with direct experience in BM25, Information Retrieval, LLMs, OpenSearch — the core retrieval and ranking stack in the JD. Stands out for: 11 expert-level JD-aligned skills; 91% semantic match; very high recruiter response rate (0.95); Kochi, Kerala-based; 60-day notice."
CAND_0039754,7,76.08716713343867,"16.2 years as Senior Applied Scientist with direct experience in BM25, Elasticsearch, LLMs, NLP — the core retrieval and ranking stack in the JD. Stands out for: 11 expert-level JD-aligned skills; 88% semantic match; very high recruiter response rate (0.81); Indore, Madhya Pradesh-based; immediate/30-day notice."
CAND_0080766,8,74.082696479187,"8.8 years as Staff Machine Learning Engineer with direct experience in Elasticsearch, Information Retrieval Systems, LoRA, MLOps — the core retrieval and ranking stack in the JD. Stands out for: 9 expert-level JD-aligned skills; 89% semantic match; solid recruiter response rate (0.66); Coimbatore, Tamil Nadu-based; immediate/30-day notice."
CAND_0088025,9,73.4905762170965,"8.6 years as Staff Machine Learning Engineer with direct experience in BM25, Elasticsearch, Hugging Face Transformers, LLMs — the core retrieval and ranking stack in the JD. Stands out for: 11 expert-level JD-aligned skills; 92% semantic match; very high recruiter response rate (0.83); Jaipur, Rajasthan-based; 90-day notice (moderate)."
CAND_0086022,10,73.22787266611488,"5.3 years as Senior Applied Scientist with direct experience in Elasticsearch, Embeddings, LoRA, MLflow — the core retrieval and ranking stack in the JD. Stands out for: 8 expert-level JD-aligned skills; 89% semantic match; moderate recruiter response rate (0.55); Kolkata, West Bengal-based; immediate/30-day notice."
CAND_0081846,11,73.1446462854971,"Lead AI Engineer with 6.7 years and 10 expert-level and 8 advanced-level JD skills covering BM25, Elasticsearch, Embeddings, Information Retrieval. 87% semantic match jaipur, rajasthan-based immediate/30-day notice solid recruiter response rate (0.73) currently open to work."
CAND_0064326,12,71.67906531878465,"Search Engineer with 7.6 years and 6 expert-level and 5 advanced-level JD skills covering BM25, Milvus, PyTorch, Python. 90% semantic match gurgaon, haryana-based 45-day notice very high recruiter response rate (0.94) currently open to work."
CAND_0046064,13,71.18590693896206,"Senior NLP Engineer with 8.9 years and 6 expert-level and 8 advanced-level JD skills covering BM25, Elasticsearch, OpenSearch, PEFT. 89% semantic match coimbatore, tamil nadu-based immediate/30-day notice solid recruiter response rate (0.78) currently open to work."
CAND_0030348,14,70.96890530709005,"Machine Learning Engineer with 4.5 years and 5 expert-level and 7 advanced-level JD skills covering Elasticsearch, Embeddings, MLOps, PyTorch. 91% semantic match noida, uttar pradesh-based 45-day notice moderate recruiter response rate (0.54) currently open to work."
CAND_0070398,15,70.13456521540026,"Machine Learning Engineer with 7.2 years and 8 expert-level and 7 advanced-level JD skills covering BM25, Embeddings, FAISS, Information Retrieval. 91% semantic match kochi, kerala-based 120-day notice (long) solid recruiter response rate (0.60) currently open to work."
CAND_0069905,16,69.4667913001598,"Applied ML Engineer with 6.6 years and 7 expert-level and 5 advanced-level JD skills covering Hugging Face Transformers, Learning to Rank, LoRA, MLOps. 89% semantic match bhubaneswar, odisha-based 90-day notice (moderate) solid recruiter response rate (0.78) currently open to work."
CAND_0079387,17,68.90690550598838,"AI Engineer with 6.9 years and 8 expert-level and 5 advanced-level JD skills covering BM25, Learning to Rank, LoRA, OpenSearch. 86% semantic match trivandrum, kerala-based immediate/30-day notice very high recruiter response rate (0.81) currently open to work."
CAND_0028793,18,68.53012119463689,"Search Engineer with 7.2 years and 5 expert-level and 6 advanced-level JD skills covering Embeddings, Information Retrieval, Learning to Rank, LoRA. 89% semantic match trivandrum, kerala-based 120-day notice (long) moderate recruiter response rate (0.57) currently open to work."
CAND_0008425,19,68.33667235081066,"Senior NLP Engineer with 7.8 years and 11 expert-level and 5 advanced-level JD skills covering Hugging Face Transformers, Information Retrieval, Learning to Rank, LoRA. 89% semantic match kolkata, west bengal-based 90-day notice (moderate) solid recruiter response rate (0.66) currently open to work."
CAND_0075249,20,68.28016243526389,"Applied ML Engineer with 6.2 years and 8 expert-level and 2 advanced-level JD skills covering BM25, Learning to Rank, MLflow, Milvus. 90% semantic match ahmedabad, gujarat-based 45-day notice very high recruiter response rate (0.82) currently open to work."
CAND_0041669,21,68.1823878813657,"Recommendation Systems Engineer with 8.0 years and 3 expert-level and 13 advanced-level JD skills covering FAISS, Information Retrieval, MLOps, MLflow. 88% semantic match noida, uttar pradesh-based 60-day notice solid recruiter response rate (0.77) currently open to work."
CAND_0092278,22,68.13760518814087,"Senior NLP Engineer with 6.8 years and 10 expert-level and 4 advanced-level JD skills covering Elasticsearch, Hugging Face Transformers, LLMs, MLflow. 89% semantic match pune, maharashtra-based 90-day notice (moderate) low recruiter response rate (0.07)."
CAND_0055992,23,67.55772501799252,"AI Engineer with 16.9 years and 7 expert-level and 5 advanced-level JD skills covering Embeddings, FAISS, Information Retrieval, MLflow. 89% semantic match based outside india (sydney) 60-day notice solid recruiter response rate (0.72) currently open to work."
CAND_0013613,24,67.50701601351652,"Machine Learning Engineer with 4.7 years and 7 expert-level and 2 advanced-level JD skills covering LoRA, MLflow, Sentence Transformers, TensorFlow. 90% semantic match based outside india (singapore) 60-day notice solid recruiter response rate (0.73) currently open to work."
CAND_0083879,25,67.30075571628917,"Machine Learning Engineer with 7.1 years and 6 expert-level and 2 advanced-level JD skills covering Hugging Face Transformers, MLOps, Milvus, Sentence Transformers. 92% semantic match noida, uttar pradesh-based immediate/30-day notice moderate recruiter response rate (0.47) currently open to work."
CAND_0031593,26,66.93926113034334,"Search Engineer with 7.8 years and 5 expert-level and 6 advanced-level JD skills covering BM25, Elasticsearch, Embeddings, Hugging Face Transformers. 90% semantic match kolkata, west bengal-based 90-day notice (moderate) moderate recruiter response rate (0.58) currently open to work."
CAND_0075574,27,66.65964449876265,"Machine Learning Engineer with 5.7 years and 9 expert-level and 4 advanced-level JD skills covering BM25, Elasticsearch, Hugging Face Transformers, OpenSearch. 90% semantic match bangalore, karnataka-based 60-day notice moderate recruiter response rate (0.58) currently open to work."
CAND_0068811,28,66.28453274448049,"Applied ML Engineer with 8.0 years and 8 expert-level and 6 advanced-level JD skills covering Embeddings, OpenSearch, PEFT, Qdrant. 88% semantic match pune, maharashtra-based immediate/30-day notice moderate recruiter response rate (0.42) currently open to work."
CAND_0094759,29,65.90370949565343,"Lead AI Engineer with 8.6 years and 7 expert-level and 7 advanced-level JD skills covering FAISS, Hugging Face Transformers, Learning to Rank, MLOps. 87% semantic match mumbai, maharashtra-based immediate/30-day notice low recruiter response rate (0.11)."
CAND_0037000,30,65.39140302200316,"Search Engineer with 2.7 years and 2 expert-level and 10 advanced-level JD skills covering BM25, Embeddings, FAISS, Hugging Face Transformers. 90% semantic match noida, uttar pradesh-based immediate/30-day notice solid recruiter response rate (0.61)."
CAND_0009024,31,65.29443503333815,"Search Engineer with 5.2 years; covers FAISS, LoRA, MLOps, MLflow but 4 expert-level and 9 advanced-level JD skills is narrower than top-tier candidates. 90% semantic match chennai, tamil nadu-based immediate/30-day notice."
CAND_0060054,32,65.1622281413269,"AI Engineer with 6.4 years; covers Elasticsearch, FAISS, Recommendation Systems, Semantic Search but 5 expert-level and 3 advanced-level JD skills is narrower than top-tier candidates. 86% semantic match jaipur, rajasthan-based immediate/30-day notice."
CAND_0029367,33,64.90598982590049,"Senior Data Scientist with 5.7 years; covers FAISS, MLflow, NLP, PyTorch but 9 expert-level and 6 advanced-level JD skills is narrower than top-tier candidates. 87% semantic match bangalore, karnataka-based 90-day notice (moderate)."
CAND_0091909,34,64.75822926655164,"Machine Learning Engineer with 6.9 years; covers Hugging Face Transformers, LLMs, Learning to Rank, MLflow but 8 expert-level and 3 advanced-level JD skills is narrower than top-tier candidates. 90% semantic match bangalore, karnataka-based 45-day notice."
CAND_0040887,35,63.986495996898306,"Machine Learning Engineer with 4.7 years; covers FAISS, LoRA, MLflow, Milvus but 6 expert-level and 4 advanced-level JD skills is narrower than top-tier candidates. 91% semantic match based outside india (toronto) immediate/30-day notice."
CAND_0070202,36,63.84639156327771,"Machine Learning Engineer with 5.1 years; covers BM25, Embeddings, Learning to Rank, LoRA but 8 expert-level and 4 advanced-level JD skills is narrower than top-tier candidates. 93% semantic match to jd jaipur, rajasthan-based 90-day notice (moderate)."
CAND_0044855,37,63.74882772120158,"Senior Data Scientist with 6.6 years; covers Embeddings, Hugging Face Transformers, Information Retrieval, Learning to Rank but 9 expert-level and 6 advanced-level JD skills is narrower than top-tier candidates. 86% semantic match coimbatore, tamil nadu-based 60-day notice."
CAND_0066376,38,63.722619182423415,"Applied ML Engineer with 5.7 years; covers BM25, FAISS, Information Retrieval, LLMs but 10 expert-level and 3 advanced-level JD skills is narrower than top-tier candidates. 89% semantic match mumbai, maharashtra-based 90-day notice (moderate)."
CAND_0000031,39,63.7180447752889,"Recommendation Systems Engineer with 6.0 years; covers Embeddings, FAISS, Hugging Face Transformers, Information Retrieval but 5 expert-level and 6 advanced-level JD skills is narrower than top-tier candidates. 90% semantic match hyderabad, telangana-based 60-day notice."
CAND_0093912,40,63.445022322581906,"Senior Data Scientist with 5.3 years; covers Elasticsearch, Embeddings, FastAPI, Learning to Rank but 5 expert-level and 3 advanced-level JD skills is narrower than top-tier candidates. 89% semantic match chandigarh, chandigarh-based immediate/30-day notice."
CAND_0071974,41,63.37490576182047,"Senior AI Engineer with 7.8 years; covers BM25, Elasticsearch, Embeddings, Information Retrieval but 7 expert-level and 10 advanced-level JD skills is narrower than top-tier candidates. 88% semantic match vizag, andhra pradesh-based 45-day notice."
CAND_0050454,42,63.33397477520336,"AI Engineer with 6.8 years; covers BM25, FAISS, LLMs, LoRA but 10 expert-level and 4 advanced-level JD skills is narrower than top-tier candidates. 87% semantic match delhi, delhi-based immediate/30-day notice."
CAND_0033861,43,63.28249497276306,"Senior NLP Engineer with 8.0 years; covers Elasticsearch, LLMs, Learning to Rank, LoRA but 9 expert-level and 10 advanced-level JD skills is narrower than top-tier candidates. 87% semantic match vizag, andhra pradesh-based immediate/30-day notice."
CAND_0007411,44,63.07070269113848,"Senior Machine Learning Engineer with 8.0 years; covers BM25, Information Retrieval, Learning to Rank, OpenSearch but 6 expert-level and 6 advanced-level JD skills is narrower than top-tier candidates. 91% semantic match kochi, kerala-based immediate/30-day notice."
CAND_0037566,45,62.609361747852674,"Machine Learning Engineer with 6.9 years; covers BM25, Elasticsearch, LLMs, LoRA but 7 expert-level and 8 advanced-level JD skills is narrower than top-tier candidates. 90% semantic match bangalore, karnataka-based immediate/30-day notice."
CAND_0041568,46,62.542498020226546,"Search Engineer with 5.2 years; covers BM25, Hugging Face Transformers, PEFT, Qdrant but 8 expert-level and 7 advanced-level JD skills is narrower than top-tier candidates. 90% semantic match based outside india (sydney) 90-day notice (moderate)."
CAND_0091534,47,62.49771743911743,"AI Engineer with 16.6 years; covers Hugging Face Transformers, Qdrant, RAG, Sentence Transformers but 5 expert-level and 3 advanced-level JD skills is narrower than top-tier candidates. 88% semantic match gurgaon, haryana-based immediate/30-day notice."
CAND_0076251,48,62.2258266447643,"Search Engineer with 7.6 years; covers Elasticsearch, Hugging Face Transformers, LLMs, Learning to Rank but 3 expert-level and 9 advanced-level JD skills is narrower than top-tier candidates. 90% semantic match bhubaneswar, odisha-based 60-day notice."
CAND_0042506,49,62.20134260397844,"Search Engineer with 4.2 years; covers FAISS, Information Retrieval, Milvus, NLP but 10 expert-level and 6 advanced-level JD skills is narrower than top-tier candidates. 89% semantic match mumbai, maharashtra-based immediate/30-day notice."
CAND_0081686,50,62.150174789062504,"Search Engineer with 6.0 years; covers Embeddings, FAISS, Hugging Face Transformers, LLMs but 9 expert-level and 4 advanced-level JD skills is narrower than top-tier candidates. 89% semantic match based outside india (austin) 60-day notice."
CAND_0086151,51,62.069750468328415,"Recommendation Systems Engineer with 7.7 years; covers BM25, Elasticsearch, Embeddings, LoRA but 5 expert-level and 7 advanced-level JD skills is narrower than top-tier candidates. 88% semantic match vizag, andhra pradesh-based 120-day notice (long)."
CAND_0054123,52,61.89626701126098,"Applied ML Engineer with 4.7 years; covers Hugging Face Transformers, LLMs, Python, Qdrant but 6 expert-level and 6 advanced-level JD skills is narrower than top-tier candidates. 88% semantic match gurgaon, haryana-based 60-day notice."
CAND_0027691,53,61.78259169576571,"NLP Engineer with 6.5 years; covers Embeddings, Learning to Rank, LoRA, MLflow but 6 expert-level and 7 advanced-level JD skills is narrower than top-tier candidates. 87% semantic match pune, maharashtra-based immediate/30-day notice."
CAND_0041610,54,61.40206786118941,"Recommendation Systems Engineer with 6.7 years; covers BM25, Elasticsearch, Embeddings, Learning to Rank but 7 expert-level and 10 advanced-level JD skills is narrower than top-tier candidates. 88% semantic match indore, madhya pradesh-based immediate/30-day notice."
CAND_0039383,55,61.378475571941024,"Applied ML Engineer with 7.1 years; covers Elasticsearch, FAISS, Hugging Face Transformers, LoRA but 7 expert-level and 6 advanced-level JD skills is narrower than top-tier candidates. 86% semantic match gurgaon, haryana-based 90-day notice (moderate)."
CAND_0079284,56,61.07632360748292,"Machine Learning Engineer with 4.9 years; covers Elasticsearch, NLP, QLoRA, Qdrant but 6 expert-level and 5 advanced-level JD skills is narrower than top-tier candidates. 89% semantic match hyderabad, telangana-based immediate/30-day notice."
CAND_0061257,57,60.963265440021864,"Staff Machine Learning Engineer with 8.0 years; covers Information Retrieval Systems, PEFT, Python, Search Backend but 7 expert-level and 7 advanced-level JD skills is narrower than top-tier candidates. 90% semantic match noida, uttar pradesh-based immediate/30-day notice."
CAND_0065878,58,60.451676062025584,"Senior Data Scientist with 7.8 years; covers MLflow, QLoRA, RAG, Recommendation Systems but 4 expert-level and 9 advanced-level JD skills is narrower than top-tier candidates. 89% semantic match trivandrum, kerala-based immediate/30-day notice."
CAND_0020877,59,60.32237971983103,"Applied ML Engineer with 5.1 years; covers Elasticsearch, Information Retrieval, Milvus, OpenSearch but 9 expert-level and 6 advanced-level JD skills is narrower than top-tier candidates. 88% semantic match gurgaon, haryana-based 60-day notice."
CAND_0057563,60,60.113742653045655,"NLP Engineer with 6.8 years; covers Elasticsearch, Hugging Face Transformers, OpenSearch, QLoRA but 8 expert-level and 2 advanced-level JD skills is narrower than top-tier candidates. 86% semantic match indore, madhya pradesh-based 60-day notice."
CAND_0007412,61,60.087319928734516,"Applied ML Engineer with 7.4 years; BM25, Milvus, PyTorch, RAG provide partial JD alignment but depth or evidence of production search work is limited. 86% semantic match; Noida, Uttar Pradesh-based; 120-day notice (long). Included as best remaining fit at this rank."
CAND_0010257,62,60.044269084768736,"Senior Data Scientist with 6.5 years; MLflow, Milvus, OpenSearch, Python provide partial JD alignment but depth or evidence of production search work is limited. 88% semantic match; Noida, Uttar Pradesh-based; 120-day notice (long). Included as best remaining fit at this rank."
CAND_0044222,63,59.88075255800828,"AI Engineer with 7.7 years; BM25, Hugging Face Transformers, NLP, OpenSearch provide partial JD alignment but depth or evidence of production search work is limited. 88% semantic match; Vizag, Andhra Pradesh-based; 60-day notice. Included as best remaining fit at this rank."
CAND_0051292,64,59.46648672289761,"Applied ML Engineer with 5.2 years; Elasticsearch, FAISS, LLMs, NLP provide partial JD alignment but depth or evidence of production search work is limited. 89% semantic match; Trivandrum, Kerala-based; immediate/30-day notice. Included as best remaining fit at this rank."
CAND_0005649,65,59.44315627644625,"Senior Data Scientist with 7.4 years; Information Retrieval, QLoRA, RAG, Recommendation Systems provide partial JD alignment but depth or evidence of production search work is limited. 87% semantic match; Delhi, Delhi-based; 90-day notice (moderate). Included as best remaining fit at this rank."
CAND_0011687,66,59.406927803441825,"Senior NLP Engineer with 7.8 years; Embeddings, FAISS, MLOps, OpenSearch provide partial JD alignment but depth or evidence of production search work is limited. 88% semantic match; Indore, Madhya Pradesh-based; immediate/30-day notice. Included as best remaining fit at this rank."
CAND_0060072,67,59.38821162872315,"Staff Machine Learning Engineer with 5.7 years; BM25, Embeddings, Milvus, PyTorch provide partial JD alignment but depth or evidence of production search work is limited. 91% semantic match; Indore, Madhya Pradesh-based; 90-day notice (moderate). Included as best remaining fit at this rank."
CAND_0075439,68,59.02694772491455,"Machine Learning Engineer with 4.3 years; Elasticsearch, Embeddings, Information Retrieval, Learning to Rank provide partial JD alignment but depth or evidence of production search work is limited. 89% semantic match; Vizag, Andhra Pradesh-based; immediate/30-day notice. Included as best remaining fit at this rank."
CAND_0093547,69,58.87772780822755,"Senior Machine Learning Engineer with 2.9 years; FAISS, Information Retrieval, LLMs, Learning to Rank provide partial JD alignment but depth or evidence of production search work is limited. 92% semantic match; Coimbatore, Tamil Nadu-based; 60-day notice. Included as best remaining fit at this rank."
CAND_0050876,70,58.87461119632451,"Applied ML Engineer with 6.0 years; FAISS, MLOps, OpenSearch, PyTorch provide partial JD alignment but depth or evidence of production search work is limited. 87% semantic match; Kolkata, West Bengal-based; 90-day notice (moderate). Included as best remaining fit at this rank."
CAND_0001610,71,58.82425127764615,"Machine Learning Engineer with 3.0 years; FAISS, Information Retrieval, Milvus, NLP provide partial JD alignment but depth or evidence of production search work is limited. 89% semantic match; Trivandrum, Kerala-based; 90-day notice (moderate). Included as best remaining fit at this rank."
CAND_0019480,72,58.76538993688873,"NLP Engineer with 2.8 years; BM25, LLMs, Milvus, OpenSearch provide partial JD alignment but depth or evidence of production search work is limited. 89% semantic match; Chennai, Tamil Nadu-based; 90-day notice (moderate). Included as best remaining fit at this rank."
CAND_0037944,73,58.605586995837875,"Senior Data Scientist with 4.9 years; BM25, Embeddings, LLMs, NLP provide partial JD alignment but depth or evidence of production search work is limited. 88% semantic match; Jaipur, Rajasthan-based; immediate/30-day notice. Included as best remaining fit at this rank."
CAND_0011432,74,58.05369576787301,"Senior Data Scientist with 7.6 years; Elasticsearch, MLOps, MLflow, OpenSearch provide partial JD alignment but depth or evidence of production search work is limited. 86% semantic match; Chennai, Tamil Nadu-based; 60-day notice. Included as best remaining fit at this rank."
CAND_0061339,75,58.028466157087855,"Search Engineer with 4.2 years; Information Retrieval, LLMs, MLflow, Milvus provide partial JD alignment but depth or evidence of production search work is limited. 89% semantic match; Chandigarh, Chandigarh-based; 90-day notice (moderate). Included as best remaining fit at this rank."
CAND_0061265,76,57.94022090503933,"Recommendation Systems Engineer with 6.6 years; Embeddings, Hugging Face Transformers, Learning to Rank, Milvus provide partial JD alignment but depth or evidence of production search work is limited. 89% semantic match; Delhi, Delhi-based; 120-day notice (long). Included as best remaining fit at this rank."
CAND_0084819,77,57.92883120070316,"Search Engineer with 4.5 years; BM25, Docker, Information Retrieval, LoRA provide partial JD alignment but depth or evidence of production search work is limited. 91% semantic match; Indore, Madhya Pradesh-based; 120-day notice (long). Included as best remaining fit at this rank."
CAND_0042029,78,57.59659213661781,"Senior Data Scientist with 6.5 years; Elasticsearch, Embeddings, Hugging Face Transformers, Learning to Rank provide partial JD alignment but depth or evidence of production search work is limited. 88% semantic match; Delhi, Delhi-based; 45-day notice. Included as best remaining fit at this rank."
CAND_0083307,79,57.539047525731874,"Search Engineer with 7.8 years; Embeddings, Learning to Rank, MLflow, PEFT provide partial JD alignment but depth or evidence of production search work is limited. 90% semantic match; Vizag, Andhra Pradesh-based; 120-day notice (long). Included as best remaining fit at this rank."
CAND_0044883,80,57.451781678466794,"AI Engineer with 6.3 years; BM25, Embeddings, PyTorch, QLoRA provide partial JD alignment but depth or evidence of production search work is limited. 88% semantic match; based outside India (Berlin); 90-day notice (moderate). Included as best remaining fit at this rank."
CAND_0030468,81,57.44996651374124,"Senior Applied Scientist with 5.4 years; Information Retrieval Systems, Milvus, OpenSearch, Ranking Systems provide partial JD alignment but depth or evidence of production search work is limited. 87% semantic match; Indore, Madhya Pradesh-based; 45-day notice. Included as best remaining fit at this rank."
CAND_0015528,82,57.44126139450073,"Applied ML Engineer with 7.4 years; Docker, FAISS, Information Retrieval, LoRA provide partial JD alignment but depth or evidence of production search work is limited. 88% semantic match; Coimbatore, Tamil Nadu-based; immediate/30-day notice. Included as best remaining fit at this rank."
CAND_0078002,83,57.145330731977985,"Machine Learning Engineer with 6.3 years; FastAPI, Hugging Face Transformers, NLP, QLoRA provide partial JD alignment but depth or evidence of production search work is limited. 90% semantic match; Coimbatore, Tamil Nadu-based; 60-day notice. Included as best remaining fit at this rank."
CAND_0065195,84,57.00903767841687,"Search Engineer with 5.1 years; Elasticsearch, Hugging Face Transformers, LLMs, Learning to Rank provide partial JD alignment but depth or evidence of production search work is limited. 90% semantic match; Kolkata, West Bengal-based; 45-day notice. Included as best remaining fit at this rank."
CAND_0079064,85,56.986183918930976,"Senior Data Scientist with 5.2 years; NLP, OpenSearch, QLoRA, Recommendation Systems provide partial JD alignment but depth or evidence of production search work is limited. 87% semantic match; Noida, Uttar Pradesh-based; 120-day notice (long). Included as best remaining fit at this rank."
CAND_0018549,86,56.95053114355013,"Recommendation Systems Engineer with 6.8 years; Elasticsearch, Kubernetes, Milvus, OpenSearch provide partial JD alignment but depth or evidence of production search work is limited. 87% semantic match; Coimbatore, Tamil Nadu-based; 60-day notice. Included as best remaining fit at this rank."
CAND_0036863,87,56.64831046391484,"Senior Data Scientist with 4.3 years; BM25, FAISS, LoRA, OpenSearch provide partial JD alignment but depth or evidence of production search work is limited. 87% semantic match; Chennai, Tamil Nadu-based; 60-day notice. Included as best remaining fit at this rank."
CAND_0037980,88,56.571360896192964,"Senior Applied Scientist with 9.0 years; BM25, Information Retrieval Systems, LoRA, NLP provide partial JD alignment but depth or evidence of production search work is limited. 87% semantic match; Kolkata, West Bengal-based; immediate/30-day notice. Included as best remaining fit at this rank."
CAND_0007009,89,56.514202008306334,"Recommendation Systems Engineer with 7.9 years; BM25, Embeddings, LLMs, Learning to Rank provide partial JD alignment but depth or evidence of production search work is limited. 86% semantic match; Noida, Uttar Pradesh-based; immediate/30-day notice. Included as best remaining fit at this rank."
CAND_0047721,90,56.46864664810181,"Senior Data Scientist with 7.0 years; BM25, FAISS, Information Retrieval, Learning to Rank provide partial JD alignment but depth or evidence of production search work is limited. 88% semantic match; Coimbatore, Tamil Nadu-based; 90-day notice (moderate). Included as best remaining fit at this rank."
CAND_0036184,91,56.46433976148101,"Recommendation Systems Engineer with 6.0 years; Embeddings, FAISS, Hugging Face Transformers, MLOps provide partial JD alignment but depth or evidence of production search work is limited. 85% semantic match; Trivandrum, Kerala-based; immediate/30-day notice. Included as best remaining fit at this rank."
CAND_0012957,92,56.39927521750199,"Search Engineer with 4.9 years; BM25, Embeddings, PEFT, Python provide partial JD alignment but depth or evidence of production search work is limited. 91% semantic match; Chennai, Tamil Nadu-based; 120-day notice (long). Included as best remaining fit at this rank."
CAND_0006418,93,56.38290603768089,"Machine Learning Engineer with 5.7 years; Elasticsearch, Embeddings, Kubernetes, Learning to Rank provide partial JD alignment but depth or evidence of production search work is limited. 89% semantic match; Gurgaon, Haryana-based; 60-day notice. Included as best remaining fit at this rank."
CAND_0003977,94,56.31673411954244,"Recommendation Systems Engineer with 4.6 years; Embeddings, Learning to Rank, NLP, PyTorch provide partial JD alignment but depth or evidence of production search work is limited. 87% semantic match; Delhi, Delhi-based; 45-day notice. Included as best remaining fit at this rank."
CAND_0042100,95,56.26534689983021,"Machine Learning Engineer with 7.3 years; Elasticsearch, LLMs, Learning to Rank, PyTorch provide partial JD alignment but depth or evidence of production search work is limited. 89% semantic match; based outside India (Singapore); 90-day notice (moderate). Included as best remaining fit at this rank."
CAND_0052682,96,56.000702748424295,"NLP Engineer with 6.6 years; Embeddings, FAISS, LLMs, PyTorch provide partial JD alignment but depth or evidence of production search work is limited. 87% semantic match; Vizag, Andhra Pradesh-based; immediate/30-day notice. Included as best remaining fit at this rank."
CAND_0043228,97,55.96296906898499,"Applied ML Engineer with 6.8 years; FastAPI, Hugging Face Transformers, Learning to Rank, NLP provide partial JD alignment but depth or evidence of production search work is limited. 87% semantic match; Chennai, Tamil Nadu-based; immediate/30-day notice. Included as best remaining fit at this rank."
CAND_0096142,98,55.81332028565403,"Applied ML Engineer with 5.0 years; BM25, Hugging Face Transformers, LoRA, NLP provide partial JD alignment but depth or evidence of production search work is limited. 88% semantic match; Hyderabad, Telangana-based; 120-day notice (long). Included as best remaining fit at this rank."
CAND_0036437,99,55.71704234207154,"Search Engineer with 4.8 years; Elasticsearch, FAISS, Milvus, OpenSearch provide partial JD alignment but depth or evidence of production search work is limited. 90% semantic match; Kolkata, West Bengal-based; immediate/30-day notice. Included as best remaining fit at this rank."
CAND_0006567,100,55.68651492316922,"Senior AI Engineer with 7.9 years; BM25, Kubernetes, NLP, Python provide partial JD alignment but depth or evidence of production search work is limited. 87% semantic match; Noida, Uttar Pradesh-based; 60-day notice. Included as best remaining fit at this rank."
